Rk	Name	Age	Tm	G	PA	Rbat	Rbaser	Rdp	Rfield	Rpos	RAA	WAA	Rrep	RAR	WAR	waaWL%	162WL%	oWAR	dWAR	oRAR	Name-additional	no_accent_names	clean_end	no_period	clean_name
113	DominicÿCanzone*	25	2TM	59	182	-3	0	0	-1	-3	-7	-0.7	6	-1	-0.1	0.487	0.498	0	-0.4	0	canzodo01	DominicÿCanzone*	DominicÿCanzone	DominicÿCanzone	dominiccanzone
114	ConnerÿCapel*	26	OAK	32	86	1	-1	0	1	-1	1	0.1	3	4	0.4	0.502	0.5	0.2	0	3	capelco01	ConnerÿCapel*	ConnerÿCapel	ConnerÿCapel	connercapel
115	VinnyÿCapra	26	PIT	9	21	-2	0	0	0	0	-2	-0.2	1	-1	-0.1	0.482	0.499	-0.1	0	-1	capravi01	VinnyÿCapra	VinnyÿCapra	VinnyÿCapra	vinnycapra
116	VictorÿCaratini#	29	MIL	62	226	0	-1	-1	-2	4	0	0	8	8	0.7	0.5	0.5	0.9	0.2	10	caratvi01	VictorÿCaratini#	VictorÿCaratini	VictorÿCaratini	victorcaratini
117	DylanÿCarlson#	24	STL	76	255	-6	1	0	1	0	-3	-0.3	9	6	0.5	0.496	0.498	0.4	0.1	5	carlsdy01	DylanÿCarlson#	DylanÿCarlson	DylanÿCarlson	dylancarlson
118	KerryÿCarpenter*	25	DET	118	459	10	0	0	-1	-5	4	0.4	16	20	1.9	0.503	0.502	2	-0.6	21	carpeke01	KerryÿCarpenter*	KerryÿCarpenter	KerryÿCarpenter	kerrycarpenter
119	MattÿCarpenter*	37	SDP	76	237	-5	0	0	0	-6	-10	-1	8	-2	-0.3	0.487	0.494	-0.2	-0.6	-2	carpema01	MattÿCarpenter*	MattÿCarpenter	MattÿCarpenter	mattcarpenter
120	CorbinÿCarroll*	22	ARI	155	645	26	12	3	-3	-4	34	3.3	22	56	5.4	0.522	0.521	5.8	-0.7	59	carroco02	CorbinÿCarroll*	CorbinÿCarroll	CorbinÿCarroll	corbincarroll
121	EvanÿCarter*	20	TEX	23	75	7	1	0	6	-1	13	1.3	3	16	1.6	0.557	0.508	0.9	0.6	9	carteev01	EvanÿCarter*	EvanÿCarter	EvanÿCarter	evancarter
122	CurtÿCasali	34	CIN	40	96	-7	0	0	3	2	-2	-0.2	3	1	0.1	0.495	0.499	-0.2	0.5	-2	casalcu01	CurtÿCasali	CurtÿCasali	CurtÿCasali	curtcasali
123	TristonÿCasas*	23	BOS	132	502	18	-2	0	-4	-6	5	0.6	17	23	2.2	0.504	0.503	2.6	-1	26	casastr01	TristonÿCasas*	TristonÿCasas	TristonÿCasas	tristoncasas
124	NickÿCastellanos	31	PHI	157	671	10	-1	-1	-9	-5	-6	-0.6	23	17	1.5	0.496	0.496	2.5	-1.5	26	casteni01	NickÿCastellanos	NickÿCastellanos	NickÿCastellanos	nickcastellanos
125	DiegoÿCastillo	25	ARI	1	1	0	0	0	0	0	0	0	0	0		0.472	0.5		0	0	castidi02	DiegoÿCastillo	DiegoÿCastillo	DiegoÿCastillo	diegocastillo
126	HaroldÿCastro*	29	COL	99	270	-17	-2	0	-5	2	-22	-2.3	9	-13	-1.4	0.477	0.486	-0.9	-0.3	-8	castrha01	HaroldÿCastro*	HaroldÿCastro	HaroldÿCastro	haroldcastro
127	MiguelÿCastro	28	ARI	2	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	castrmi01	MiguelÿCastro	MiguelÿCastro	MiguelÿCastro	miguelcastro
128	RodolfoÿCastro#	24	2TM	92	256	-8	-2	0	-5	3	-13	-1.3	9	-4	-0.5	0.486	0.496	0	-0.2	1	castrro01	RodolfoÿCastro#	RodolfoÿCastro	RodolfoÿCastro	rodolfocastro
129	WilliÿCastro#	26	MIN	124	409	3	4	1	5	0	13	1.4	14	27	2.7	0.511	0.508	2.2	0.6	22	castrwi01	WilliÿCastro#	WilliÿCastro	WilliÿCastro	willicastro
130	JakeÿCave*	30	PHI	65	203	-9	0	1	2	-3	-9	-0.9	7	-2	-0.2	0.487	0.495	-0.4	-0.1	-4	caveja01	JakeÿCave*	JakeÿCave	JakeÿCave	jakecave
131	AndrewÿChafin	33	ARI	3	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	chafian01	AndrewÿChafin	AndrewÿChafin	AndrewÿChafin	andrewchafin
132	YuÿChang	27	BOS	39	112	-8	1	1	2	2	-2	-0.2	4	1	0.1	0.494	0.498	-0.1	0.4	-1	changyu01	YuÿChang	YuÿChang	YuÿChang	yuchang
133	AroldisÿChapman*	35	KCR	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	chapmar01	AroldisÿChapman*	AroldisÿChapman	AroldisÿChapman	aroldischapman
134	MattÿChapman	30	TOR	140	581	7	0	1	12	4	24	2.5	20	44	4.4	0.517	0.515	3.1	1.6	32	chapmma01	MattÿChapman	MattÿChapman	MattÿChapman	mattchapman
135	MichaelÿChavis	27	WSN	48	96	-4	1	0	5	0	2	0.2	3	5	0.5	0.504	0.501	0	0.5	0	chavimi01	MichaelÿChavis	MichaelÿChavis	MichaelÿChavis	michaelchavis
136	JazzÿChisholmÿJr.*	25	MIA	97	383	2	3	1	-9	3	-1	-0.1	13	13	1.2	0.499	0.5	2.1	-0.7	21	chishja01	JazzÿChisholmÿJr.*	JazzÿChisholmÿJr.	JazzÿChisholmÿJr	jazzchisholmjr
137	JimanÿChoi*	32	2TM	39	117	-5	1	0	0	-2	-7	-0.7	4	-3	-0.4	0.481	0.498	-0.4	-0.3	-3	choiji01	JimanÿChoi*	JimanÿChoi	JimanÿChoi	jimanchoi
138	TaylorÿClarke	30	KCR	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	clarkta01	TaylorÿClarke	TaylorÿClarke	TaylorÿClarke	taylorclarke
139	KodyÿClemens*	27	PHI	47	148	-5	1	0	2	-2	-5	-0.5	5	1	0	0.49	0.497	-0.2	0	-1	clemeko01	KodyÿClemens*	KodyÿClemens	KodyÿClemens	kodyclemens
140	ErnieÿClement	27	TOR	29	52	3	0	0	4	1	8	0.8	2	10	1	0.528	0.505	0.6	0.5	6	clemeer01	ErnieÿClement	ErnieÿClement	ErnieÿClement	ernieclement
141	OscarÿCol s*	24	CHW	75	263	-16	0	1	-5	-2	-23	-2.4	9	-14	-1.5	0.468	0.485	-1	-0.7	-9	colasos01	OscarÿColas*	OscarÿColas	OscarÿColas	oscarcolas
142	DylanÿColeman	26	KCR	2	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	colemdy01	DylanÿColeman	DylanÿColeman	DylanÿColeman	dylancoleman
143	ZackÿCollins*	28	CLE	2	6	1	0	0	0	0	1	0.1	0	1	0.1	0.557	0.501	0.1	0	1	colliza01	ZackÿCollins*	ZackÿCollins	ZackÿCollins	zackcollins
144	MichaelÿConforto*	30	SFG	125	470	-2	0	-1	-1	-5	-8	-0.9	16	8	0.7	0.493	0.495	0.8	-0.6	9	confomi01	MichaelÿConforto*	MichaelÿConforto	MichaelÿConforto	michaelconforto
145	WilliamÿContreras	25	MIL	141	611	20	0	-2	-4	5	19	1.8	20	39	3.8	0.513	0.511	4.2	0.1	43	contrwi02	WilliamÿContreras	WilliamÿContreras	WilliamÿContreras	williamcontreras
146	WillsonÿContreras	31	STL	125	495	19	-4	0	-1	5	18	1.8	17	35	3.4	0.514	0.511	3.5	0.3	36	contrwi01	WillsonÿContreras	WillsonÿContreras	WillsonÿContreras	willsoncontreras
147	GarrettÿCooper	32	2TM	123	457	-3	-3	-2	1	-7	-15	-1.5	16	1	0	0.488	0.495	-0.1	-0.7	0	coopega03	GarrettÿCooper	GarrettÿCooper	GarrettÿCooper	garrettcooper
148	FranchyÿCordero*	28	NYY	24	71	-2	-1	0	-1	-1	-4	-0.4	2	-1	-0.1	0.484	0.498	0	-0.2	0	cordefr02	FranchyÿCordero*	FranchyÿCordero	FranchyÿCordero	franchycordero
149	CarlosÿCorrea	28	MIN	135	580	-4	-3	-4	-2	8	-5	-0.5	19	14	1.4	0.496	0.497	1.6	0.6	16	correca01	CarlosÿCorrea	CarlosÿCorrea	CarlosÿCorrea	carloscorrea
150	DannyÿCoulombe*	33	BAL	2	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	couloda01	DannyÿCoulombe*	DannyÿCoulombe	DannyÿCoulombe	dannycoulombe
151	ColtonÿCowser*	23	BAL	26	77	-5	0	0	-5	0	-10	-1	3	-7	-0.8	0.461	0.494	-0.3	-0.6	-2	cowseco01	ColtonÿCowser*	ColtonÿCowser	ColtonÿCowser	coltoncowser
152	AustinÿCox*	26	KCR	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	coxau01	AustinÿCox*	AustinÿCox	AustinÿCox	austincox
153	BrandonÿCrawford*	36	SFG	93	320	-15	0	1	-14	5	-23	-2.3	11	-12	-1.3	0.475	0.486	0.1	-0.9	2	crawfbr01	BrandonÿCrawford*	BrandonÿCrawford	BrandonÿCrawford	brandoncrawford
154	J.P.ÿCrawford*	28	SEA	145	638	27	-1	0	-3	9	31	3.1	21	52	5.1	0.521	0.519	5.4	0.6	55	crawfjp01	J.P.ÿCrawford*	J.P.ÿCrawford	JPÿCrawford	jpcrawford
155	KutterÿCrawford	27	BOS	1	0	0	0	0	0	0	0	0	0	0	0	0.499	0.5	0	0	0	crawfku01	KutterÿCrawford	KutterÿCrawford	KutterÿCrawford	kuttercrawford
156	C.J.ÿCron	33	2TM	71	278	-6	-3	-2	0	-4	-14	-1.4	9	-4	-0.5	0.48	0.495	-0.5	-0.4	-4	croncj01	C.J.ÿCron	C.J.ÿCron	CJÿCron	cjcron
157	JakeÿCronenworth*	29	SDP	127	522	-5	1	0	2	-4	-7	-0.7	18	11	1	0.495	0.496	0.8	-0.3	9	croneja01	JakeÿCronenworth*	JakeÿCronenworth	JakeÿCronenworth	jakecronenworth
158	TylerÿCropley	27	KCR	2	7	-1	0	0	0	0	-1	-0.1	0	-1	-0.1	0.446	0.499	-0.1	0	-1	croplty01	TylerÿCropley	TylerÿCropley	TylerÿCropley	tylercropley
159	PeteÿCrow-Armstrong*	21	CHC	13	19	-3	0	0	1	0	-2	-0.2	1	-1	-0.1	0.484	0.499	-0.2	0.1	-2	crowape01	PeteÿCrow-Armstrong*	PeteÿCrow-Armstrong	PeteÿCrow-Armstrong	petecrow-armstrong
160	NelsonÿCruz	42	SDP	49	152	-3	-1	0	0	-4	-8	-0.8	5	-2	-0.3	0.484	0.495	-0.3	-0.4	-2	cruzne02	NelsonÿCruz	NelsonÿCruz	NelsonÿCruz	nelsoncruz
161	OneilÿCruz*	24	PIT	9	40	0	0	0	-1	1	0	0	1	2	0.2	0.504	0.5	0.3	-0.1	3	cruzon01	OneilÿCruz*	OneilÿCruz	OneilÿCruz	oneilcruz
162	CharlieÿCulberson	34	ATL	1	1	0	0	0	0	0	0	0	0	0	0	0.529	0.5	0	0	0	culbech01	CharlieÿCulberson	CharlieÿCulberson	CharlieÿCulberson	charlieculberson
163	Travisÿd'Arnaud	34	ATL	74	292	-7	-1	0	-3	4	-8	-0.8	10	2	0.2	0.49	0.495	0.5	0.1	5	darnatr01	Travisÿd'Arnaud	Travisÿd'Arnaud	Travisÿd'Arnaud	travisd'arnaud
164	DavidÿDahl*	29	SDP	4	9	-1	0	0	0	0	-1	-0.1	0	0	0	0.484	0.5	0	0	0	dahlda01	DavidÿDahl*	DavidÿDahl	DavidÿDahl	daviddahl
165	BobbyÿDalbec	28	BOS	21	53	-3	0	0	0	-1	-4	-0.4	2	-2	-0.2	0.481	0.498	-0.2	-0.1	-2	dalbebo01	BobbyÿDalbec	BobbyÿDalbec	BobbyÿDalbec	bobbydalbec
166	HenryÿDavis	23	PIT	62	255	-7	-4	0	-9	-2	-22	-2.3	9	-14	-1.4	0.464	0.486	-0.5	-1.2	-4	davishe01	HenryÿDavis	HenryÿDavis	HenryÿDavis	henrydavis
167	J.D.ÿDavis	30	SFG	144	546	3	-1	-2	-9	1	-8	-0.9	19	10	0.9	0.494	0.495	1.8	-0.8	19	davisjd01	J.D.ÿDavis	J.D.ÿDavis	JDÿDavis	jddavis
168	JonathanÿDavis	31	MIA	34	104	-1	0	1	-3	1	-3	-0.3	4	1	0	0.491	0.498	0.3	-0.2	3	davisjo05	JonathanÿDavis	JonathanÿDavis	JonathanÿDavis	jonathandavis
169	YonathanÿDaza	29	COL	24	80	-4	1	-1	-3	0	-7	-0.7	3	-4	-0.4	0.473	0.496	-0.1	-0.3	-1	dazayo01	YonathanÿDaza	YonathanÿDaza	YonathanÿDaza	yonathandaza
170	BryanÿDeÿLaÿCruz	26	MIA	153	626	-7	0	-3	-8	-5	-23	-2.3	21	-2	-0.3	0.485	0.486	0.5	-1.4	6	delacbr01	BryanÿDeÿLaÿCruz	BryanÿDeÿLaÿCruz	BryanÿDeÿLaÿCruz	bryandelacruz
171	EllyÿDeÿLaÿCruz#	21	CIN	98	427	-7	2	1	-6	5	-5	-0.5	14	9	0.8	0.495	0.497	1.5	-0.1	15	delacel01	EllyÿDeÿLaÿCruz#	EllyÿDeÿLaÿCruz	EllyÿDeÿLaÿCruz	ellydelacruz
172	Jos‚ÿDeÿLe¢n	30	MIN	0	0	0	0	0	0	0	0		0	0						0	deleojo03	JoseÿDeÿLeon	JoseÿDeÿLeon	JoseÿDeÿLeon	josedeleon
173	PaulÿDeJong	29	3TM	112	400	-19	-3	0	0	6	-17	-1.7	14	-3	-0.5	0.485	0.498	-0.4	0.6	-3	dejonpa01	PaulÿDeJong	PaulÿDeJong	PaulÿDeJong	pauldejong
174	JasonÿDelay	28	PIT	70	187	-5	-2	0	-3	4	-6	-0.6	6	1	0	0.492	0.496	0.3	0.1	3	delayja01	JasonÿDelay	JasonÿDelay	JasonÿDelay	jasondelay
175	JonnyÿDeLuca	24	LAD	24	45	-1	0	0	2	-1	1	0.1	2	3	0.3	0.506	0.501	0.1	0.1	1	delucjo01	JonnyÿDeLuca	JonnyÿDeLuca	JonnyÿDeLuca	jonnydeluca
176	RafaelÿDevers*	26	BOS	153	656	20	-2	0	-9	4	13	1.4	22	35	3.5	0.509	0.508	4.4	-0.5	44	deverra01	RafaelÿDevers*	RafaelÿDevers	RafaelÿDevers	rafaeldevers
177	AledmysÿD¡az	32	OAK	109	344	-11	-1	-2	-8	2	-20	-2	12	-8	-0.9	0.481	0.487	-0.1	-0.6	0	diazal02	AledmysÿDiaz	AledmysÿDiaz	AledmysÿDiaz	aledmysdiaz
178	AlexisÿD¡az	26	CIN	3	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	diazal03	AlexisÿDiaz	AlexisÿDiaz	AlexisÿDiaz	alexisdiaz
179	EliasÿD¡az	32	COL	141	526	-9	-1	-1	0	8	-3	-0.3	18	15	1.4	0.498	0.498	1.4	0.8	15	diazel01	EliasÿDiaz	EliasÿDiaz	EliasÿDiaz	eliasdiaz
180	IsanÿD¡az*	27	2TM	8	26	-5	0	0	2	0	-3	-0.3	1	-2	-0.2	0.46	0.499	-0.4	0.2	-4	diazis01	IsanÿDiaz*	IsanÿDiaz	IsanÿDiaz	isandiaz
181	JordanÿDiaz	22	OAK	90	293	-6	-2	-2	-10	0	-20	-2.1	10	-10	-1.1	0.477	0.487	-0.1	-1	0	diazjo03	JordanÿDiaz	JordanÿDiaz	JordanÿDiaz	jordandiaz
182	YainerÿDiaz	24	HOU	104	377	14	-1	-1	6	1	19	1.9	13	32	3.2	0.518	0.512	2.6	0.7	26	diazya02	YainerÿDiaz	YainerÿDiaz	YainerÿDiaz	yainerdiaz
183	YandyÿD¡az	31	TBR	137	600	42	-1	-2	0	-7	32	3.3	20	52	5.2	0.523	0.52	5.1	-0.7	52	diazya01	YandyÿDiaz	YandyÿDiaz	YandyÿDiaz	yandydiaz
184	CoreyÿDickerson*	34	WSN	50	152	-5	-1	0	-3	-2	-11	-1.1	5	-6	-0.6	0.478	0.493	-0.3	-0.5	-3	dickeco01	CoreyÿDickerson*	CoreyÿDickerson	CoreyÿDickerson	coreydickerson
185	BrandonÿDixon	31	SDP	33	86	-5	-1	0	3	-2	-5	-0.5	3	-2	-0.2	0.485	0.497	-0.5	0.1	-5	dixonbr01	BrandonÿDixon	BrandonÿDixon	BrandonÿDixon	brandondixon
186	JassonÿDom¡nguez#	20	NYY	8	33	2	0	1	-2	0	1	0.1	1	2	0.2	0.513	0.501	0.4	-0.2	4	dominja01	JassonÿDominguez#	JassonÿDominguez	JassonÿDominguez	jassondominguez
187	JoshÿDonaldson	37	2TM	50	189	-6	-1	0	2	0	-5	-0.5	6	2	0.1	0.49	0.498	-0.1	0.2	0	donaljo02	JoshÿDonaldson	JoshÿDonaldson	JoshÿDonaldson	joshdonaldson
188	BrendanÿDonovan*	26	STL	95	371	10	2	0	-3	-2	7	0.7	13	20	1.9	0.507	0.504	2.2	-0.5	23	donovbr01	BrendanÿDonovan*	BrendanÿDonovan	BrendanÿDonovan	brendandonovan
189	CamiloÿDoval	25	SFG	2	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	dovalca01	CamiloÿDoval	CamiloÿDoval	CamiloÿDoval	camilodoval
190	JeterÿDowns	24	WSN	6	9	1	1	0	-2	0	0	0	0	1	0.1	0.505	0.5	0.3	-0.2	3	downsje01	JeterÿDowns	JeterÿDowns	JeterÿDowns	jeterdowns
191	BrentonÿDoyle	25	COL	126	431	-29	1	0	19	3	-5	-0.5	15	10	0.9	0.496	0.497	-1.1	2.2	-9	doylebr02	BrentonÿDoyle	BrentonÿDoyle	BrentonÿDoyle	brentondoyle
192	HunterÿDozier	31	KCR	29	91	-4	0	1	-1	0	-4	-0.4	3	-1	-0.1	0.485	0.497	0	-0.1	0	doziehu01	HunterÿDozier	HunterÿDozier	HunterÿDozier	hunterdozier
193	BrandonÿDrury	30	LAA	125	523	7	-2	-1	-2	0	1	0.2	18	19	1.9	0.501	0.501	2.1	-0.2	21	drurybr01	BrandonÿDrury	BrandonÿDrury	BrandonÿDrury	brandondrury
194	DanielÿDuarte	26	CIN	2	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	duartda01	DanielÿDuarte	DanielÿDuarte	DanielÿDuarte	danielduarte
195	MauricioÿDub¢n	28	HOU	132	492	2	1	-1	5	4	10	1.1	17	27	2.7	0.508	0.506	2.2	0.9	22	dubonma01	MauricioÿDubon	MauricioÿDubon	MauricioÿDubon	mauriciodubon
196	MattÿDuffy	32	KCR	78	209	-4	1	0	0	0	-3	-0.3	7	4	0.3	0.496	0.498	0.3	0	4	duffyma01	MattÿDuffy	MattÿDuffy	MattÿDuffy	mattduffy
197	EzequielÿDuran	24	TEX	122	439	3	-2	0	-6	0	-6	-0.5	15	9	0.9	0.495	0.496	1.5	-0.6	15	duranez01	EzequielÿDuran	EzequielÿDuran	EzequielÿDuran	ezequielduran
198	JarrenÿDuran*	26	BOS	102	362	8	4	1	-6	1	9	0.9	12	21	2.1	0.509	0.505	2.7	-0.5	27	duranja01	JarrenÿDuran*	JarrenÿDuran	JarrenÿDuran	jarrenduran
199	AdamÿDuvall	34	BOS	92	353	6	1	1	-4	0	4	0.4	12	16	1.6	0.504	0.502	2	-0.4	20	duvalad01	AdamÿDuvall	AdamÿDuvall	AdamÿDuvall	adamduvall
200	NateÿEaton	26	KCR	28	56	-10	1	1	2	-1	-7	-0.7	2	-5	-0.6	0.474	0.495	-0.8	0.1	-7	eatonna01	NateÿEaton	NateÿEaton	NateÿEaton	nateeaton
201	CamÿEden	25	TOR	5	6	-1	0	0	0	0	-1	-0.1	0	-1	-0.1	0.482	0.499	-0.1	0	-1	edenca01	CamÿEden	CamÿEden	CamÿEden	cameden
202	TommyÿEdman#	28	STL	137	528	-6	0	1	3	5	4	0.4	18	22	2.1	0.503	0.503	1.8	0.8	19	edmanto01	TommyÿEdman#	TommyÿEdman	TommyÿEdman	tommyedman
203	XavierÿEdwards#	23	MIA	30	84	-2	1	0	-1	1	-1	-0.1	3	2	0.1	0.496	0.499	0.3	0	3	edwarxa01	XavierÿEdwards#	XavierÿEdwards	XavierÿEdwards	xavieredwards
204	DrewÿEllis	27	PHI	12	29	2	-1	0	0	0	1	0.1	1	2	0.2	0.505	0.5	0.2	0	2	ellisdr01	DrewÿEllis	DrewÿEllis	DrewÿEllis	drewellis
205	ChristianÿEncarnacion-Strand	23	CIN	63	241	4	-1	-1	0	-4	-2	-0.2	8	7	0.6	0.498	0.499	0.6	-0.4	7	encarch01	ChristianÿEncarnacion-Strand	ChristianÿEncarnacion-Strand	ChristianÿEncarnacion-Strand	christianencarnacion-strand
206	AdamÿEngel	31	SDP	5	6	-2	-1	0	-1	0	-4	-0.4	0	-3	-0.3	0.429	0.498	-0.2	-0.1	-2	engelad01	AdamÿEngel	AdamÿEngel	AdamÿEngel	adamengel
207	EduardoÿEscobar#	34	2TM	99	309	-13	-2	1	-8	1	-20	-2.1	11	-10	-1.1	0.479	0.493	-0.3	-0.7	-2	escobed01	EduardoÿEscobar#	EduardoÿEscobar	EduardoÿEscobar	eduardoescobar
208	SantiagoÿEspinal	28	TOR	93	254	-6	0	1	-2	3	-4	-0.4	9	5	0.5	0.496	0.498	0.7	0.1	7	espinsa01	SantiagoÿEspinal	SantiagoÿEspinal	SantiagoÿEspinal	santiagoespinal
209	ThairoÿEstrada	27	SFG	120	530	1	3	2	-3	5	7	0.6	17	24	2.3	0.506	0.504	2.6	0.2	27	estrath01	ThairoÿEstrada	ThairoÿEstrada	ThairoÿEstrada	thairoestrada
210	StuartÿFairchild	27	CIN	97	255	-3	0	1	1	-2	-3	-0.3	9	5	0.5	0.497	0.498	0.4	-0.2	4	faircst01	StuartÿFairchild	StuartÿFairchild	StuartÿFairchild	stuartfairchild
211	BuckÿFarmer*	32	CIN	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	farmebu01	BuckÿFarmer*	BuckÿFarmer	BuckÿFarmer	buckfarmer
212	KyleÿFarmer	32	MIN	120	369	2	0	1	-2	4	5	0.5	13	17	1.7	0.504	0.503	1.9	0.2	19	farmeky01	KyleÿFarmer	KyleÿFarmer	KyleÿFarmer	kylefarmer
213	CalebÿFerguson	26	LAD	2	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	ferguca01	CalebÿFerguson	CalebÿFerguson	CalebÿFerguson	calebferguson
214	FreddyÿFermin	28	KCR	70	235	3	0	-2	4	4	9	0.9	8	17	1.7	0.513	0.505	1.3	0.8	13	fermifr01	FreddyÿFermin	FreddyÿFermin	FreddyÿFermin	freddyfermin
215	Jos‚ÿFerm¡n	24	STL	21	61	-2	-1	0	2	0	-1	-0.1	2	1	0.1	0.497	0.5	-0.1	0.3	-1	fermijo01	JoseÿFermin	JoseÿFermin	JoseÿFermin	josefermin
216	TylerÿFitzgerald	25	SFG	10	34	0	0	0	0	0	1	0.1	1	2	0.2	0.505	0.5	0.2	0	2	fitzgty01	TylerÿFitzgerald	TylerÿFitzgerald	TylerÿFitzgerald	tylerfitzgerald
217	DavidÿFletcher	29	LAA	33	97	-4	0	1	-1	1	-3	-0.3	3	1	0.1	0.492	0.498	0.1	0.1	2	fletcda02	DavidÿFletcher	DavidÿFletcher	DavidÿFletcher	davidfletcher
218	DominicÿFletcher*	25	ARI	28	102	1	-1	0	4	0	4	0.4	3	8	0.7	0.515	0.503	0.3	0.4	4	fletcdo01	DominicÿFletcher*	DominicÿFletcher	DominicÿFletcher	dominicfletcher
219	WilmerÿFlores	31	SFG	126	454	19	-3	-2	3	-6	12	1.2	16	27	2.6	0.509	0.507	2.4	-0.3	24	florewi01	WilmerÿFlores	WilmerÿFlores	WilmerÿFlores	wilmerflores
220	EstevanÿFlorial*	25	NYY	19	71	-2	0	0	-1	1	-2	-0.2	2	0	0	0.488	0.499	0.1	-0.1	1	flories01	EstevanÿFlorial*	EstevanÿFlorial	EstevanÿFlorial	estevanflorial
221	MikeÿFord*	30	SEA	83	251	6	-1	-1	1	-6	-1	-0.1	9	8	0.8	0.499	0.5	0.6	-0.6	7	fordmi01	MikeÿFord*	MikeÿFord	MikeÿFord	mikeford
222	NickÿFortes	26	MIA	108	323	-19	1	-1	2	6	-11	-1.1	11	0	-0.1	0.49	0.493	-0.3	0.8	-2	forteni01	NickÿFortes	NickÿFortes	NickÿFortes	nickfortes
223	JakeÿFraley*	28	CIN	111	380	4	0	1	-4	-5	-3	-0.3	13	10	0.9	0.497	0.498	1.3	-0.9	14	fraleja01	JakeÿFraley*	JakeÿFraley	JakeÿFraley	jakefraley
224	TyÿFrance	28	SEA	158	665	3	-2	-3	-7	-7	-15	-1.5	23	7	0.7	0.49	0.49	1.3	-1.4	14	francty01	TyÿFrance	TyÿFrance	TyÿFrance	tyfrance
225	WanderÿFranco#	22	TBR	112	491	19	-2	-1	16	7	39	4	16	55	5.5	0.535	0.524	3.9	2.3	39	francwa01	WanderÿFranco#	WanderÿFranco	WanderÿFranco	wanderfranco
226	AdamÿFrazier*	31	BAL	141	455	-3	1	1	-1	3	2	0.2	16	17	1.7	0.501	0.501	1.8	0.3	18	fraziad01	AdamÿFrazier*	AdamÿFrazier	AdamÿFrazier	adamfrazier
227	ClintÿFrazier	28	CHW	33	76	-4	0	0	0	-1	-5	-0.6	3	-3	-0.3	0.483	0.497	-0.3	-0.1	-3	frazicl01	ClintÿFrazier	ClintÿFrazier	ClintÿFrazier	clintfrazier
228	FreddieÿFreeman*	33	LAD	161	730	56	4	1	-9	-7	45	4.3	23	68	6.5	0.527	0.527	7.5	-1.7	77	freemfr01	FreddieÿFreeman*	FreddieÿFreeman	FreddieÿFreeman	freddiefreeman
229	TylerÿFreeman	24	CLE	64	168	-4	1	0	-6	1	-8	-0.8	6	-2	-0.3	0.487	0.495	0.3	-0.5	4	freemty01	TylerÿFreeman	TylerÿFreeman	TylerÿFreeman	tylerfreeman
230	SalÿFrelick*	23	MIL	57	223	-3	1	1	6	-1	4	0.4	8	12	1.2	0.508	0.503	0.6	0.5	6	frelisa01	SalÿFrelick*	SalÿFrelick	SalÿFrelick	salfrelick
231	LuisÿFr¡as	25	ARI	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	friaslu01	LuisÿFrias	LuisÿFrias	LuisÿFrias	luisfrias
232	TJÿFriedl*	27	CIN	138	556	13	2	2	1	3	20	2	19	39	3.8	0.515	0.513	3.7	0.3	38	friedtj01	TJÿFriedl*	TJÿFriedl	TJÿFriedl	tjfriedl
233	DavidÿFry	27	CLE	57	113	1	0	0	-2	0	-1	-0.1	4	3	0.3	0.499	0.5	0.5	-0.2	5	fryda01	DavidÿFry	DavidÿFry	DavidÿFry	davidfry
234	ShintaroÿFujinami	29	BAL	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	fujinsh01	ShintaroÿFujinami	ShintaroÿFujinami	ShintaroÿFujinami	shintarofujinami
235	MichaelÿFulmer	30	CHC	2	1	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	fulmemi01	MichaelÿFulmer	MichaelÿFulmer	MichaelÿFulmer	michaelfulmer
236	CamÿGallagher	30	CLE	56	149	-21	-1	0	4	3	-15	-1.6	5	-10	-1.1	0.472	0.49	-1.5	0.8	-14	gallaca01	CamÿGallagher	CamÿGallagher	CamÿGallagher	camgallagher
237	JoeyÿGallo*	29	MIN	111	332	0	1	-1	-1	-5	-6	-0.6	11	6	0.5	0.495	0.496	0.6	-0.6	7	gallojo01	JoeyÿGallo*	JoeyÿGallo	JoeyÿGallo	joeygallo
